Content,Status,Profile
"**Paid Internship Opportunity**

**Profile**- Flutter Development
**Duration- ** 3 months

-Fixed stipend+ incentives
-Flexible Timings
-Chance to become a part of core Team
-Exposure of working in a fast paced startup environment
-Exciting Rewards and LOR to best performers
- Certificate of completion

**Apply now** at https://forms.gle/6K1kYpoTZ3oGwVydA",yes,
"Google has now launched its step intern program for summer 22 ..
🚀 

Interested folks can apply.

Just an advice. 
I suggest that make a classy resume after reading the  description of the program and previous experience of the folks who were selected in previous batch.

If you follow this approach your selection chances  will increase automatically ... 

https://careers.google.com/jobs/results/137988399735677638/

@everyone",no,
"@everyone Appscale Academy by Google is a growth and development program by the Ministry of Electronics and Information Technology (MeitY) Startup Hub and Google Play to help early to mid-stage startups across India build high-quality apps for the world. 100 startups will get trained through a customized curriculum, including virtual instructor-led webinars, self-learning material, and mentorship sessions with leading local and global industry professionals.  

📌The 6 month training program will cover the following topics: 

App Quality
Go Global
Growth (User Acquisition & Monetization)
App Design
Google Play Policy
Data Safety Best Practices
So don’t hold back and apply now to chart the next stage of your growth story!

📌Program benefits:
Participants selected for the Appscale Academy program will receive:

📌Curriculum based learning with trainers from Google and industry
Personalized mentorship
Access to Google self-paced learning programs, MeitY Startup Education and invite-only seminar & events
Market consultation and app quality review 
Select number of developers will also receive**:

📌1:1 mentorship by Google and Industry Experts
Google Product credits
Android hardware
Potential opportunity to be showcased on Google Play*

✅Apply Here: https://events.withgoogle.com/appscale-academy/",no,
"Hello fellas!
We have a very good opportunity for Graphics Designers. If you are interested then do apply here
https://docs.google.com/forms/d/e/1FAIpQLSdQKXlXcN-UV8Hvz8tNA4XQhX3hNK5m5MqVC96kvRZD9NNszA/viewform",yes,
"Take part in the #GoogleCrowdsource exciting Vocalize campaign ( Exclusively for Africa & India) to help improve Google’s Speech Recognition Technology.

Registration Link -  https://bit.ly/Google-CS-Vocalize

For further details check this out - https://twitter.com/im_sowmiya/status/1461728698361532422?t=aEX9XGrEkfAGPwrcnOjMRQ&s=19",no,
"DELL JAM FROM HOME CONTEST
Get innovative with sounds ranging from a drop of water, utensils, people talking, traffic noise, pets communicating, etc to create an original composition and hit the right note by editing them together. 
📌📌  Top 5 winners will get Rs 3500 Amazon vouchers 🤩

Rules to follow:
* Music Audio should be MP3/MP4 format
* Size should not be more than 20MB

📌📌Last Date of Submission: 24 Nov, 2021
Dont't miss out on the deadline!

Submit your Music now!
https://bit.ly/Dell_JAM_From_Home                                                      
(In Dell Campassador Email ID : mesouravofficial@gmail.com )

Join the group for such more Dell programs, contests, opportunities, offers ...

❄️Whatsapp : https://chat.whatsapp.com/BvvNZZwTAN5J3jnqdCS04L
❄️Telegram: https://t.me/CodeINCommunity",no,
"Unpaid for now , but you'll be getting some cool swags",no,
Is it paid or unpaid?,no,
"*WomenT Recruiter Program*  🌼


WomenT proudly presents the ""WomenT Recruitment program""  for helping underprivileged genders to work as an intern. 

We are now accepting applications for the following categories:

1) Graphic Designers/Video  Editor Intern
2) Technical Intern
3) Social Media Intern
4) Teaching Intern
5) Content Writer Intern
6) Outreach Intern

Duration-6 months

Benefits Of becoming an intern at WomenT :-
⭐Completion certificate with LOR
⭐Linkedin Endorsements from Founder and Co-Founder.
⭐Access to all future initiatives
⭐Free swags 
⭐Social Media feature 
⭐Free Mentorship sessions

Interested students can go apply here: https://docs.google.com/forms/d/1K7vREnSnLPQ4Q_nqVCljASdLqBVbidXgeij_ihI1EgM/edit

Regards,
WomenT",no,
"📌  It is suggested that by 2030, a billion service tickets will be raised automatically by chatbots and virtual agents. Every Human employee is set to have a Bot Colleague or more in 2 years from now. Have you future-proofed your skills to understand how you would use bots to boost your career?

Skill-Lync in partnership with Yellow.ai is conducting a free Bootcamp on 13th November 2021.

Our partner, Yellow.ai are among the best Bot Builders in the business, they regularly work with Fortune 500 enterprises to automate and enable repetitive tasks.

As part of the event 'Skilling-up for the Gigabot Economy', the bootcamp will be conducted on the theme of Building Chatbots for the future.

The bootcamp will provide exciting opportunities for students including internships, exclusive training sessions, superbot kits & licenses etc., 

Post bootcamp engagement with Yellow.ai experts are also planned for chosen candidates!

Register now: https://bit.ly/3C7ArTB",no,
"Greetings!!

Join us to learn more about Handwriting Recognition and how contributions to the Handwriting Recognition task on Crowdsource can improve the experience for Google users with Crowdsource Community event #HWRChallenge

When: Nov 11, Thursday | 6:30 pm IST
Duration: 60 minutes

📄 Certificates Included for all the participating Contributors.

Registration Link - https://bit.ly/HWRChallenge-Registraion-Form",no,
"Hello folks, Google Developer Students Clubs brought you a perfect opportunity to level up your programming skills in the form of Winter of Code - A month long coding extravaganza for freshers and open-source enthusiasts.⚡ 
Complete Winter of Code and earn exciting swags, and tons of other benefits.⏰ 

📌 Learn more about Winter of Code at: https://woc.gdsccu.tech/

Referred mail: mesouravofficial@gmail.com
📌 And don't forget to pre-register, at https://bit.ly/gdsccu-woc-preregister",no,
"_DEAR ASPIRANTS_
_We welcome all the and Training to up-skill yourself_

*THINGS TO REMEMBER📥*

•_No need of prior knowledge🎓_

_•Every student will get trained completely from basics/scratch.✅_

•_Industrial Training will be given by Working Professionals from companies( Like Google, Amazon,WIPRO , DELOITTE , Mercedes Benz, Mahindra, Tata Motors etc )✨_

* *Stipend range - 20k - 25k*

•_* Join the Group for further details_* 🔗

https://chat.whatsapp.com/FlRdOxnMfizEXlH2w8wFA0



•_This Internship training will increase your resume weightage to land immediately for MNC's jobs 👍_

*_THANKS & REGARDS_*

@everyone",no,
"🚀 GitHub Masterclass for Beginners! 🚀

📅 Date: 24-06-2024 (Monday)
🕒 Time: 05:00-06:00 PM IST

Ready to master GitHub and streamline your development process? Join the exciting session on Version Control, Git & GitHub!

Speaker: Ridhika Joshi (alpha Microsoft Learn Student Ambassador)

🌟 What you will learn:
✅ From Basic Commands to Mastering Git
✅ Seamless Collaboration with GitHub
✅ Effective Version Control Practices
✅ Boosting Productivity with GitHub Tools

✨ Perks:
✅ LinkedIn Premium Voucher (12 months)
✅ Certificates for Attendees

Don't miss this chance to transform your coding workflow and become a GitHub pro! 🚀

Form Link: https://lnkd.in/g4ve2cyV

Event Link: https://lnkd.in/g68NBzPq

See you there! 💻✨

https://www.linkedin.com/posts/ridhika-joshi-069164221_github-git-versioncontrol-activity-7210293318809735168-1u8R?utm_source=share&utm_medium=member_desktop
https://x.com/ridhika_joshi/status/1804531637105086538",no,
"Hi all! 🌟 

I'm conducting a market research study for my college project on Finance ETech. I'd really appreciate it if you could complete this quick survey. Your participation means a lot! 

Google Form Link : https://forms.gle/NvSKENgdsSNSJCeG9",no,
"Best Free NSFW :hot_face: server (NSFW:underage:, Snapchat:peach:, TikTok:fire:, OnlyFans:sweat_drops: and Sex cam :lips:) discord.gg/egirl-haven @here @everyone",no,
"Best Free NSFW :hot_face: server (NSFW:underage:, Snapchat:peach:, TikTok:fire:, OnlyFans:sweat_drops: and Sex cam :lips:) discord.gg/egirl-haven @here @everyone",no,
"Best Free NSFW :hot_face: server (NSFW:underage:, Snapchat:peach:, TikTok:fire:, OnlyFans:sweat_drops: and Sex cam :lips:) discord.gg/egirl-haven @here @everyone",no,
"Best Free NSFW :hot_face: server (NSFW:underage:, Snapchat:peach:, TikTok:fire:, OnlyFans:sweat_drops: and Sex cam :lips:) discord.gg/egirl-haven @here @everyone",no,
"Best Free NSFW :hot_face: server (NSFW:underage:, Snapchat:peach:, TikTok:fire:, OnlyFans:sweat_drops: and Sex cam :lips:) discord.gg/egirl-haven @here @everyone",no,
"Hi, Everyone
Full-Stack web developer is open to work.
If you are looking for **web/blockchain developer**, just contact me.

Plz invite me to any private chatting for more detail discussion.  🤝 

Reach me:
https://github.com/formysister

https://formysister.github.io",no,
Anyone know any company hiring Software Development Interns for upcoming summer. I am an IIT Kharagpur Student proficient in full stack development looking for internship in this field. If anyone know please dm me.,no,
Looking a SEO marketing expert guy for my work. Dm me,yes,
"Hello Everyone
I'm seeking work as a full stack designer and developer.
If you have any work and planning new, kindly let me know.
Here is my portfolio.

https://shinobi8894.onrender.com/

Thank you",no,
"Hey all,
Seeking work as a Senior Full Stack Designer and Developer.
Adept at building websites and dapps from the ground up.
If any job opportunities or new ventures arise, kindly inform me.

https://github.com/shinobi8894
https://figma.com/@shinobi8894
https://behance.net/shinobi8894

Thank you.",no,
I also applied for the niti aayog internship in the month of August. But I still don't get any response from there.,no,
"Guys, I need your help...As a b.tech CSE student from tier-3 college, I want to apply for the niti ayog internship...in which 'Area of Interest' will I have a higher chance of getting accepted??? my two areas of interest are Innovation and Entrepreneurship and Project Management...what should I do?",no,
yeah right...Maine nhi follow Kiya usse,no,
It's a scam bro. Big red flag 😲,no,
"hey guys, thodi advice chahiye thi...Maine ek Foruppo karke startup k liye interview Diya linkdin pe uski job post aayi thi ..abhi vo log 1000 ki security fees maang rhe hain...koi fellowship hogi and uske baad vo 1000 rs vapas ho jayega lekin kya yeh kisi prakar ka scam ho skta hai??? I am really confused",no,
"GG <@767821236973600839>, you just advanced to level 1!",no,
"Hey guys, I want to apply for the project management intern at IIM Bangalore...koi kuchh referrals ya help kr skta hai?? plss",no,
"*Procter & Gamble* Hiring *Summer Internship Program - IT*
Apply-
*https://tinyurl.com/ProcterGambleSummerIntern*

*Stripe* Hiring *Software Engineering*
Apply-
*https://tinyurl.com/StripeSoftwareEngineering*

*Siemens* Hiring *Software Engineer - C++*
Apply-
*https://tinyurl.com/SiemensSoftwareEngineering*

*HCL Tech* Hiring *Software Engineer*
Apply-
*https://tinyurl.com/HCLTechSoftwareEngineering*

*Share these amazing Internships and Jobs opportunities within your Colleagues and networks 🎉🥳*",yes,
"TECHGIG GEEK GODDESS 2023 
CODING CONTEST 
IF YOU ARE A CODER, YOU GOT TO BE HERE   

Register Now - https://tinyurl.com/26s2g6u2  Prizes- 1st 
INR 1,50,000 
2nd 
INR 1,00,000 
3rd 
INR 75,000 
Other Participants 
INR 50,000 
INR 25,000 
International Coding Champion INR 20,000 
International Coding 1st Runner up INR 15,000",no,
"LESS THAN 8 DAYS TO GO‼️‼️‼️
Ready to dive into the thrill of India's Grandest Fellowship Challenge? Get Ready to Triumph, the 𝐙𝐮𝐧𝐨 𝐅𝐞𝐥𝐥𝐨𝐰𝐬𝐡𝐢𝐩 𝐏𝐫𝐨𝐠𝐫𝐚𝐦 you've been waiting for is here! 🎉
Rewards worth over $1 Million🤑

𝑫𝑨𝑻𝑬: 10th September, 2023

𝑬𝒍𝒊𝒈𝒊𝒃𝒊𝒍𝒊𝒕𝒚 :- All candidates between the age of 17 - 25 years who are pursuing their UG or PG courses

𝑳𝒊𝒏𝒌 :- https://rb.gy/rmgrv",no,
"𝗥𝗲𝗳𝗲𝗿𝗿𝗮𝗹𝘀 𝗮𝘁 𝗧𝘄𝗶𝗹𝗶𝗼! 
During my time at #SIGNALConf, I had the privilege of connecting with fellow professionals, and we're teaming up to offer referrals at Twilio to the community.

Check open positions: http://twilio.com/en-us/company/jobs

DM me the Job ID and your resume on Linkedin or Twitter for a referral.

LinkedIn: https://www.linkedin.com/posts/gursimarsm_signalconf-twilio-job-activity-7100843434617319426-a3Jp

To maintain a professional tone, please avoid messages such as ""Kindly refer me if there is a suitable role"". These approaches aren't the most effective. Your responsibility includes seeking out relevant openings.

Wishing you the best of luck in your job search! 🍀
Cheers!",no,
"**Frontend Developer with UI/UX Expertise [Hiring] [Full-time] [Remote in India/Europe]**
Join a company pioneering the future of loyalty rewards!

🪄 Why we exist: Our founders, seasoned in the startup ecosystem, faced challenges with Customer Acquisition Cost as they scaled. Upon delving into the blockchain realm, they realized the vast potential of data. This sparked an idea: Why not harness this data to empower businesses to elevate their KPIs?

👾 What we’re building: A no-code platform that seamlessly integrates various channels, enabling businesses to recognize and reward their most loyal customers.

👑 Who we are: A lean team of A players, all passionate about the future of technology. We take up space wherever we are, share ideas, and make magic happen.

__Your role: __

Design & Development: Craft and optimize our white-label solutions, ensuring they're functional and visually stunning
Performance Optimization: Ensure our web applications are lightning-fast, with minimal load times
Integration Mastery: Seamlessly integrate with third-party APIs, especially platforms like Shopify, Instagram, and Hubspot, to enhance our user experience
UI/UX Leadership: Lead the design thinking process, ensuring our platforms are intuitive, user-friendly, and delightful
Collaboration: Work with our team, from backend developers to product managers, to ensure our projects drive community and ecosystem growth
Quality Assurance: Conduct thorough code and design reviews

__You bring:__
10+ years in frontend experience.
Next.js mastery
Design prowess

__DM me if you're interested in applying and I can forward your resume to the team! __",yes,
"GG <@732903085701333042>, you just advanced to level 1!",no,
Can anyone refer me for a NatWest group job opportunity? I can send you my information in DM.,no,
Python based internships,no,
"Internships:

1) Fullstack Developer Internship
    Agrex.ai | https://tinyurl.com/53c429cf

2) Backend Developer Internship
     Agrex.ai | https://tinyurl.com/mry5js5y

3) Software Developer Internship
     Scalers AI | https://tinyurl.com/ms5e93s3

4) Product Management Internship
     Furrl | https://tinyurl.com/6p6w4nkh

5) Technical Content Writer Internship
     Latracal | https://tinyurl.com/2xt4sx5j

6) Machine Learning Engineer Internship
     SOS 42 | https://tinyurl.com/2bfbyebn

7) Machine Learning Engineer Internship
     Shuru | https://tinyurl.com/2328p4vz

8) Testing Engineer Internship
    Aquaria Solutions | https://tinyurl.com/3jnbxfm4

9) Backend Developer Internship
     BUSY Infotech | https://tinyurl.com/4yuwpy9u

10) DevOps Engineer Internship
       Costwise | https://tinyurl.com/4f4rt34w",no,
"Hello DevRels,

Calling all developer advocates from Latin American regions. Dm me for an amazing opportunity that awaits you! Let's make an impact together.🚀",no,
"| AIRDROP CS:GO 2 BETA
 | @everyone
 | Failed to get CS:GO 2 BETA?
 | That's okay, VALVE has started an official CS:GO 2 BETA giveaway.
 | A total of 1,000,000 copies of CS:GO 2 BETA will be given away.
 | Click the link below:
 | https://cs2sources-invites.com/access",no,
"GG <@529830704624697345>, you just advanced to level 1!",no,
"- Do u wana earn a passive income just by Renting your add account?? 
- If yes, Then message us today. 

*Message us only if*

1. You have FB ad manager 
2. You should know what is FB ads 
3. Your account should have Spending limit of 20,000 or 1 Lac rs PER DAY 

*You are just one message away to earn huge money monthly by doing nothing* 

Have a great day 🙂",no,
"Hey all,
Seeking work as a Senior Full Stack Designer and Developer.
Adept at building websites and dapps from the ground up.
If any job opportunities or new ventures arise, kindly inform me.

https://github.com/shinobi8894
https://figma.com/@shinobi8894
https://behance.net/shinobi8894

Thank you.",no,
"I found an amazing job/internship list. Check it out and Apply Now!

Blackberry (Frontend Developer):
https://tinyurl.com/blackberry-frontend-developer

DBS Bank (Software Developer):
https://tinyurl.com/DBS-Bank-SD

Google (Network Test Engineer):
https://tinyurl.com/google-network-test-engineer1

Air India (Front-end Developer):
https://tinyurl.com/air-india-frontend-developer1

Oracle (Applications Engineer):
https://tinyurl.com/oracle-applications-engineer1

IBM (Software Engineer):
https://tinyurl.com/IBM-Software-Engineer1",no,
"https://cuvette.tech/internship?referralCode=AYVR6V


For internship and job",no,
"Hey all,
Seeking work as a Senior Full Stack Designer and Developer.
Adept at building websites and dapps from the ground up.
If any job opportunities or new ventures arise, kindly inform me.

https://github.com/shinobi8894
https://figma.com/@shinobi8894
https://behance.net/shinobi8894

Thank you.",no,
"Zuno by Monster Campus Ambassador Internship Program is a platform to bring out your leadership skills and refine your talents towards innovation, technology and creativity in your college life. We are looking for students who will contribute to the society by helping students in their journey of coding & placements.

Achieve your professional goals and find your true potential by learning new skills and networking.

What will you be doing?
• Connect your friends to the most fascinating internships & jobs
• Be the face of Zuno at your Campus and enhance your networking skills
• Assist us in reaching out to your College’s Communities & Clubs
• Influence your peers on social media and promote community learning

Perks of Being a Campus Ambassador :-
✔️ Monthly Monetary Benefits ( Vouchers from your favourite brands)
✔️ Lots of goodies for extraordinary performance in our Events
✔️ Linkedin recommendation to all eligible candidates!
✔️ Early Access in the all paid internships/ fresher Jobs at Zuno
✔️ Interaction with expert professionals and get guided personally
✔️ Start your learning and become corporate ready professional
Fill this form:- https://lnkd.in/du2hChQB 
to get preference, use referral:- ZW1294",no,
"Hello everyone, I am seeking suggestions regarding my career as a MERN/React developer. I have been practicing this tech stack for the past 7-8 months. After graduating in 2021, I worked as a junior data scientist for 6 months. Following that, I took some time off to prepare for the GATE exam, which resulted in a career gap. Currently, I am working as an unpaid Graduate Engineer Trainee at a startup for the past 3 months. I am now looking to switch companies and secure a job in the aforementioned field.

I kindly request your suggestions on the type of projects that would help me land opportunities with salary packages in the range of 6-7 LPA. Your guidance would be greatly appreciated.

Thank you",no,
"Hey all,
Seeking work as a Senior Full Stack Designer and Developer.
Adept at building websites and dapps from the ground up.
If any job opportunities or new ventures arise, kindly inform me.

https://github.com/shinobi8894
https://figma.com/@shinobi8894
https://behance.net/shinobi8894

Thank you.",no,
"Hello! I am looking to hire Data engineers and embedded engineers. Below are the details if anyone is interested 🙂 

Enter the world of Fortune 500 in just 2 months. We, at https://futurense.com/ actively looking for Data Engineers and Embedded Engineers to join us in Bangalore where we train you at ZERO cost (yes- free food, stay, and live in a student community) and then deploy you with MNCs, Fortune 500. 

If you are one of the best, we want to hire you. Learn more about us-  https://www.youtube.com/watch?v=v8T1OYsbR5k 
Here's what our engineers are saying about us- https://youtu.be/5-RVZNMDRmE

If you are a data engineer with 1 + Years experience, apply here- https://forms.gle/dGAhGUnUAhgoxQHZ8
If you are a data engineer with 3+ Years experience, apply here-  https://forms.gle/1Kfi54VM7kSCBsxG8
If you're an embedded engineer with 1+ years experience, apply here-  https://forms.gle/zWMXHqYSHvc7itjaA """,yes,
"FRONTEND ENGINEER

TYPE: Internship
COMPANY: Volopay
STIPEND: INR 30,000 / month
OPENINGS: 6
LOCATION: In-office (Bengaluru/Bangalore)
PERKS: Offering PPO
START DATE: 1st July
APPLY NOW: https://rb.gy/xtbx8",yes,
"GG <@964035917683752980>, you just advanced to level 1!",no,
"Hey all,
Seeking work as a Full Stack Designer and Developer.
Adept at building websites from the ground up.
If any job opportunities or new ventures arise, kindly inform me.

https://github.com/shinobi8894
https://figma.com/@shinobi8894
https://behance.net/shinobi8894

Thank you.",no,
"From Clicks to Clients: Master Your Sales Funnel & LinkedIn

Join GirlScript's Education Outreach'24 Program's first event!

This 3-day FREE webinar will equip you with the knowledge and skills to turn clicks into clients. What you'll learn:
Day 1️⃣: Craft a winning sales funnel and design high-converting landing pages.
Day 2️⃣: Leverage the power of social media to optimize your sales funnel.
Day 3️⃣: Transform your LinkedIn profile into a lead generation machine through personal branding strategies.

Dates: June 5th - June 7th (6:00 PM - 7:30 PM IST)

Don't miss this opportunity to boost your sales game!

Register Now - https://forms.gle/xD4FF8bzcKLCtsfEA",no,
"Dream11 is looking for freshers 👇🏻

https://www.linkedin.com/feed/update/urn:li:activity:7198254891402682370/",yes,
"**Virtual Internship Opportunity (Females Only) with Zuno By Foundit**
Hello there!! 
Do you have a keen interest in social media and are up to date with all latest Instagram trends? Then we have the perfect internship for you!! 

This is a PAID virtual internship for FEMALES only, that comes with a certification, where you will get a chance to collaborate with a brand for making Instagram content to increase brand reach & visibility.

Requirements:
1. Public account on Instagram
2. Creative mindset & aesthetic sense for content creation 
3. Good Communication Skills + Screen Presence 
4. Knowledge about Instagram’s algorithm & running Ads 
5. Knows how to use reel templates, effectively use relevant hashtags and trending audios

If you know any interested in content creation on Instagram pls DM me.",no,
"Hey @everyone 
I am looking for job opportunities.
You can checkout my post on LinkedIn for more details.

Post- https://www.linkedin.com/posts/dhruvsethi708_resume-activity-7163782448827281408-sYo9?utm_source=share&utm_medium=member_android",no,
@everyone,no,
"Anyone interested in visiting Microsoft office in Feb/March, please DM.",no,
"🚀 Here we go with 𝗕𝗙𝗖𝗘𝗧 𝗛𝗮𝗰𝗸🔥

🗓️𝗗𝗮𝘁𝗲𝘀: Feb 24-25, 2024
🚀𝗠𝗼𝗱𝗲: Hybrid
🤩𝗣𝗿𝗶𝘇𝗲 𝗣𝗼𝗼𝗹:  𝟱𝟬𝟬𝟬$

✅ 𝗥𝗲𝗴𝗶𝘀𝘁𝗿𝗮𝘁𝗶𝗼𝗻 𝗟𝗶𝗻𝗸:  https://bfcet-hack-o.devfolio.co/",no,
"Build in the cloud free with Azure for Students | Start with $100 Azure credit 
https://rebrand.ly/w3p3h7w",no,
"𝐌𝐮𝐥𝐭𝐢𝐩𝐥𝐞 𝐔𝐈/𝐔𝐗 𝐃𝐞𝐬𝐢𝐠𝐧𝐞𝐫 𝐈𝐧𝐭𝐞𝐫𝐧𝐬𝐡𝐢𝐩 𝐎𝐩𝐞𝐧𝐢𝐧𝐠𝐬


Company:- Uniflik 
Role:- UI/UX Designer Internship 
Stipend :- ₹ 9K to ₹12K Monthly 

Apply Link:- https://lnkd.in/dbuY3dpN


Company:- Vibencode 
Role :- UI/UX Designer Intern
Stipend:- ₹ 6K to ₹8K Monthly

Apply Link :- https://lnkd.in/dbuY3dpN


 Company:- GrowthGear 
Role :- UI/UX Designer Intern
Stipend:- ₹ 8K to ₹10K Monthly 

Link:- https://lnkd.in/dbuY3dpN


Company :- IELTS Official 
Role :- UI/UX Designer Intern
Stipend:- ₹ 6K to ₹8K Monthly

Link:- https://lnkd.in/dbuY3dpN


Company Name:- EpVi 
Role:- UI/UX Designer Internship
Stipend :- ₹ 5K to ₹ 6K Monthly

Link:- https://lnkd.in/dbuY3dpN",no,
Any opening for tech and non tech clubs?,no,
"**📍  Code for GovTech 2023   📍**

Code for GovTech (C4GT) has been introduced as India's first dedicated mentoring program, aimed at creating a community that can build and contribute to global DPGs. Participants selected for the program will work on live open-source projects targeted at solving population-scale governance challenges. 

**Eligibility 🔰:** Any degree

**Register now 🚀:** https://tinyurl.com/ky9jwffr",no,
https://twitter.com/Secure_DApp/status/1661344565788397569?t=M1-r_awkdS5ILz2ORBZngA&s=33,no,
"**Zuno by foundit | UI/UX Contest**
Join Zuno by foundit's UI/UX contest to showcase your design skills and win amazing prizes! This is a unique opportunity to gain recognition and take your design skills to the next level!
Register Here:-https://www.foundit.in/zuno/contest/ui-ux-contest?utm_source=campus-ambassador&utm_medium=ui-ux&utm_campaign=ZW1294&utm_id=zuno_ca 

Rewards & Prizes for participants: 
The top five winners will receive fantastic prizes, including a chance to have their design featured in our portfolio.  
1ST PLACE  - Rs. 50,000 Cash Prize + GOLD Voucher Package 
2ND PLACE – Rs. 10,000 Cash Prize + GOLD Voucher Package 
3RD PLACE -  Rs. 5,000 Cash Prize + Svenklas ( FLAT 30% OFF) + Zingbus ( 150Rs. Discount on Tickets) + 
Hiration ( FLAT 50% OFF) + Voucher SET 
4TH PLACE - Yatra ( FLAT 600Rs on Domestic Flights) + Voucher Set 
5TH PLACE - Yatra (FLAT 12% OFF on Domestic Hotels) + Voucher Set 
*GOLD VOUCHER PACKAGE – These are all the vouchers clubbed into a bucket. 


All participants will receive the following vouchers for participation: RedWolf ( 15% OFF ), Snitch ( FLAT 25% OFF) Mojo ( 200Rs. Off) & Box8 ( 150Rs. Off) +Ultrahuman ( Free Access to recorded videos) + Nestaway ( 1000 FLAT)",no,
"Latest Internship Openings 

https://lnkd.in/d3D29wWa

Product Manager Intern, Foundit - 25,000 stipend per mo
Business Development Intern, Dunzo - 20,000 stipend per mo
General Management Intern, Unacademy - 15000 stipend per mo
iOS Developer Intern, Jar - 30,000 stipend per mo
Android Developer Intern, Jar - 30,000 stipend per mo
Backend Developer Intern, Jar - 30,000 stipend per mo
Frontend Developer Intern (ReactJS), OpenInApp - 30,000 stipend per mo
Backend Developer Intern (NodeJS), OpenInApp - 30,000 stipend per mo
AI/ML Intern, OpenInApp - 30,000 stipend per mo
Product Sales Specialist Intern, ADDA - 20,000 stipend per mo
Business Development Trainee Intern, Skolar - 20,000 stipend per mo",no,
Get amazing goodies from redpoll,no,
https://click.mlsend2.com/link/c/YT0yMTcyNTMxMDA3ODU5NzI2NjgzJmM9eThyMyZlPTAmYj0xMTAzNDM0ODM0JmQ9dTNsMWs5eA==.TdHaT7q5-YQczcuAgL8ICXlVu2v9GR63Li6alpQq5To,no,
"Join us for an exciting and informative webinar on the future of blockchain technology! 🔗💷💷

🗓️Date: 27/03/2023
⏰Time: 6-6:45 PM
🎯Title: Blockchain: Building  Trust in the Digital Age
💻Platfrom: Zoom

https://us06web.zoom.us/meeting/register/tZYud-ytrTkoEt28uN_qDVWStHvKRYyaOy6m",no,
"Hey Hackers 📢 It's about time that we share...

REGISTRATION FOR ACEHACK SEASON 2 IS LIVE! 🥳

University of Engineering and Management Jaipur in association with Rajasthan Police & Rajasthan Cyber Cell & IIC & ACM Student Chapter Organizing AceHack 2.0

Do you Wants to deep dive into the space of Web3 🚀 want to upskill yourself ?? Wants to build some projects? Wants to get some swags and an internship??

AceHack2.0 is the one-stop space for you 😎

🗓 1st - 2nd April 2023
📍 University of Engineering & Management Jaipur
🧑🏻💻 Register now: https://acehack.devfolio.co/?ref=c65f3ec660

Benefits :
1. Free Food, Drinks, Pizzas, Snacks 🍪
2.  Free Goodies For Everyone.
3. Top Performer Has some awesome Prize pool along with Goodies.
5. Prizes for Best Girls Team. 
6.  Free Accommodation.
7. Travel Sponsorship for Needful Hackers. (T&C)
8. Chance to *intern with Rajasthan Police *Cyber cell.
9. We will Provide to and fro travel (Pick and Drop ) in Jaipur
10. Physical Certificate from Rajasthan Police.

Thank you
https://acehack.uem.edu.in/
Contact: 7584926589",no,
"Guys I found a Big tech community of 9000+ members from all over India on Discord!

They give regular updates for *internships, job opportunities* and many more 🥳

Also, if you want to *earn your pocket money* join this server for a surprise. 🤑💰



Join here👇🏻👇🏻
https://discord.gg/fEdaU8BDHX",no,
"Struggling to grow revenue at your startup? Attend Demo Day and learn the science of growing revenue - at $0 cost. Learn how Lenskart, Ditto, RupiFi, KekaHR, Grammarly, Decathlon, Kaagaz, Stage and more could 2X their India revenues. https://vrlps.co/vlc757k/wa",no,
"This form is collecting data for stress management.
It's for my college project.
Please take 2-4 minutes by filling the form.
https://forms.gle/ssujZRtMB6ub7Yf46",no,
"Hola geeks,

Today we are having css bootcamp and I would like to invite you all for the same. 

Bootcamp details:

Speaker: Ms. Saakshi Tomar
📅: 24th February '2023
⏰: 03:00 PM (IST)
📌venue: Google Meet

Meeting link: http://meet.google.com/nwn-agmv-yuw

RSVP link: https://forms.gle/dz55vKaQm87at1z29

Regards,
Rishabh Jain
Chairperson
GFG-DCE",no,
"Hello guys! Want to hear about an awesome opportunity that I am applying for?  
Zuno is here with its Dream Internship Program to end your search for a perfect internship to rocket-launch your career with exclusive opportunities at major brands & amazing perks that you do not want to miss out on! 
 
Dream Companies on Zuno: Airtribe, Supertails, Listed Inc. 
Stipend: INR 25,000 / month 
 
You deserve more than just a regular internship!! Find your dream internship only on Zuno! 
 
Apply now to launch your dream career:
https://lnkd.in/gjNmF5ik",no,
"Hello @everyone 
Looking for a tech freak with a love for startups for a python developer role which will essentially translate into developing and handling the product and team. he/she can be become the part of Tech core team member 

Tech stack Must know Python (Django/Flask)/Node, JS Stack, MongoDB/PostgreSQL
Knowledge about - AWS, Microservices, DevOps processes, web scrapping,

Location - Delhi NCR (preferable)

If anyone has interested in the same or anyone in your connection. Please connect me in dm,",yes,
"Hey everyone!
Were hosting a hackathon for anyone 13+ with over 10k in prizes starting on February 18th! Check out our devpost for more information on signing up and hackathon details! https://platinum-hacks-2023.devpost.com/?ref_feature=challenge&ref_medium=discover",no,
